"Direction","InterfaceName","DataType","Group","RefBlock","InternalSymbol","Description","Note","ItemCount"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch15_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch15_PWM_In_Amplitude","Veh_1_B.VCar_Inport_byu","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch15_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch15_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_he1","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch15_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch15_PWM_In_Frequency","Veh_1_B.VCar_Inport_nb","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch16_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch16_PWM_In_Amplitude","Veh_1_B.VCar_Inport_gq","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch16_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch16_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_oiw","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch16_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch16_PWM_In_Frequency","Veh_1_B.VCar_Inport_p5l","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch17_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch17_PWM_In_Amplitude","Veh_1_B.VCar_Inport_et2","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch17_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch17_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_czj","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch17_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch17_PWM_In_Frequency","Veh_1_B.VCar_Inport_gwy","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch18_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch18_PWM_In_Amplitude","Veh_1_B.VCar_Inport_bla","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch18_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch18_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_ppr","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch18_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch18_PWM_In_Frequency","Veh_1_B.VCar_Inport_on","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch19_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch19_PWM_In_Amplitude","Veh_1_B.VCar_Inport_ega","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch19_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch19_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_az","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch19_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch19_PWM_In_Frequency","Veh_1_B.VCar_Inport_mww","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch2_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch2_PWM_In_Amplitude","Veh_1_B.VCar_Inport_f54","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch2_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch2_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_isg","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch2_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch2_PWM_In_Frequency","Veh_1_B.VCar_Inport_n5x","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch20_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch20_PWM_In_Amplitude","Veh_1_B.VCar_Inport_mvj","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch20_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch20_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_hd","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch20_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch20_PWM_In_Frequency","Veh_1_B.VCar_Inport_lig","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch21_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch21_PWM_In_Amplitude","Veh_1_B.VCar_Inport_mbz","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch21_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch21_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_paf","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch21_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch21_PWM_In_Frequency","Veh_1_B.VCar_Inport_cx","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch22_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch22_PWM_In_Amplitude","Veh_1_B.VCar_Inport_of","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch22_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch22_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_ode","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch22_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch22_PWM_In_Frequency","Veh_1_B.VCar_Inport_bcy","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch23_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch23_PWM_In_Amplitude","Veh_1_B.VCar_Inport_f3z","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch23_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch23_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_dxx","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch23_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch23_PWM_In_Frequency","Veh_1_B.VCar_Inport_kb5","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch24_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch24_PWM_In_Amplitude","Veh_1_B.VCar_Inport_f5","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch24_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch24_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_ayx","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch24_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch24_PWM_In_Frequency","Veh_1_B.VCar_Inport_i30","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch25_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch25_PWM_In_Amplitude","Veh_1_B.VCar_Inport_ll","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch25_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch25_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_l0","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch25_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch25_PWM_In_Frequency","Veh_1_B.VCar_Inport_h5","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch26_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch26_PWM_In_Amplitude","Veh_1_B.VCar_Inport_pel","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch26_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch26_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_cr3","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch26_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch26_PWM_In_Frequency","Veh_1_B.VCar_Inport_au5","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch27_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch27_PWM_In_Amplitude","Veh_1_B.VCar_Inport_akv","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch27_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch27_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_mbe","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch27_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch27_PWM_In_Frequency","Veh_1_B.VCar_Inport_egt","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch28_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch28_PWM_In_Amplitude","Veh_1_B.VCar_Inport_j3r","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch28_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch28_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_bvx","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch28_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch28_PWM_In_Frequency","Veh_1_B.VCar_Inport_edn","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch29_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch29_PWM_In_Amplitude","Veh_1_B.VCar_Inport_phw","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch29_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch29_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_gee","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch29_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch29_PWM_In_Frequency","Veh_1_B.VCar_Inport_obk","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch3_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch3_PWM_In_Amplitude","Veh_1_B.VCar_Inport_itf","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch3_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch3_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_md","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch3_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch3_PWM_In_Frequency","Veh_1_B.VCar_Inport_cn3","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch30_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch30_PWM_In_Amplitude","Veh_1_B.VCar_Inport_px","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch30_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch30_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_k3","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch30_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch30_PWM_In_Frequency","Veh_1_B.VCar_Inport_jq4","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch31_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch31_PWM_In_Amplitude","Veh_1_B.VCar_Inport_eq2","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch31_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch31_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_om","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch31_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch31_PWM_In_Frequency","Veh_1_B.VCar_Inport_hub","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch32_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch32_PWM_In_Amplitude","Veh_1_B.VCar_Inport_opc","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch32_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch32_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_gsw","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch32_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch32_PWM_In_Frequency","Veh_1_B.VCar_Inport_ko","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch33_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch33_PWM_In_Amplitude","Veh_1_B.VCar_Inport_gcs","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch33_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch33_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_dpv","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch33_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch33_PWM_In_Frequency","Veh_1_B.VCar_Inport_f2o","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch34_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch34_PWM_In_Amplitude","Veh_1_B.VCar_Inport_itc","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch34_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch34_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_la","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch34_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch34_PWM_In_Frequency","Veh_1_B.VCar_Inport_ayz","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch35_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch35_PWM_In_Amplitude","Veh_1_B.VCar_Inport_krq","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch35_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch35_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_j1o","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch35_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch35_PWM_In_Frequency","Veh_1_B.VCar_Inport_emb","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch36_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch36_PWM_In_Amplitude","Veh_1_B.VCar_Inport_eqa","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch36_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch36_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_j35","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch36_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch36_PWM_In_Frequency","Veh_1_B.VCar_Inport_a5","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch37_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch37_PWM_In_Amplitude","Veh_1_B.VCar_Inport_mz","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch37_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch37_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_gmy","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch37_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch37_PWM_In_Frequency","Veh_1_B.VCar_Inport_hx","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch38_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch38_PWM_In_Amplitude","Veh_1_B.VCar_Inport_frh","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch38_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch38_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_lrw","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch38_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch38_PWM_In_Frequency","Veh_1_B.VCar_Inport_n4","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch39_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch39_PWM_In_Amplitude","Veh_1_B.VCar_Inport_ec","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch39_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch39_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_dv","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch39_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch39_PWM_In_Frequency","Veh_1_B.VCar_Inport_egz","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch4_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch4_PWM_In_Amplitude","Veh_1_B.VCar_Inport_hse","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch4_PWM_In_Duty_Ratio","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch4_PWM_In_Duty_Ratio","Veh_1_B.VCar_Inport_nmf1","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch4_PWM_In_Frequency","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch4_PWM_In_Frequency","Veh_1_B.VCar_Inport_jer","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
"Input","Veh_1.FromVCU.HW.PWM Input.Y_Ch40_PWM_In_Amplitude","Double","PWM input","Veh_1/FromVCU/HW/PWM Input/Y_Ch40_PWM_In_Amplitude","Veh_1_B.VCar_Inport_fsx","","PWM feedback tuple (amplitude, duty ratio, frequency); inject timing/value anomalies.","1"
